,id,title,source,year,url,desc,tags,contains
163,brown-Spring-CSCI2520:,CSCI2520: Computational Geometry,Brown,Spring 2005,http://cs.brown.edu/courses/csci2520/home.html,"Algorithms and data structures for fundamental geometric problems in two and three dimensions. Topics include point location, range searching, convex hull, intersection, Voronoi diagrams and graph drawing. Applications to computer graphics, circuit layout, information visualization and computer-aided design are also discussed",['CSCI2520'],"{'videos': False, 'written': True, 'assignments': True}"
164,brown-Spring-CSCI2530:,CSCI2530: Internet and Web Algorithms,Brown,Spring (Unknown),http://cs.brown.edu/courses/csci2530/,"Graduate course/seminar focuses on the mathematical foundations of algorithms for handling large amounts of data over networks. We'll read and discuss recent papers in information retrieval, search engines, link analysis, probabilistic modeling of the web and social networks, and more.",['CSCI2530'],"{'videos': False, 'written': True, 'assignments': False}"
165,brown-Fall-CSCI2570:,CSCI2570: Introduction to Nanocomputing,Brown,Fall 2007,http://cs.brown.edu/courses/csci2570/slides.html,Nanoscale technologies employing materials whose smallest dimension is on the order of a few nanometers are expected to replace lithography in the design of chips. We introduce to computational nanotechnologies and explore problems presented by their stochastic nature. Nanotechnologies based on the use of DNA and semiconducting materials are explored.,['CSCI2570'],"{'videos': False, 'written': True, 'assignments': True}"
166,brown-Spring-CSCI2820:,CSCI2820: Advanced Algorithms in Computational Biology and Medical Bioinformatics (Master's),Brown,Spring 2021,http://cs.brown.edu/courses/csci2820/,"Devoted to computational problems and methods in the emerging field of Medical Bioinformatics where genomics, computational biology and bioinformatics impact medical research. We will present challenging problems and solutions in three areas: Disease Associations, Protein Folding and Immunogenomics.",['CSCI2820'],"{'videos': False, 'written': True, 'assignments': True}"
167,uiuc-Fall-CS107:,CS107: Data Science Discovery,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs107/fa2020/,"Data Science Discovery is the intersection of statistics, computation, and real-world relevance. As a project-driven course, students perform hands-on-analysis of real-world datasets to analyze and discover the impact of the data. Throughout each experience, students reflect on the social issues surrounding data analysis such as privacy and design",['CS107'],"{'videos': True, 'written': True, 'assignments': True}"
168,uiuc-Fall-CS126:,CS126: Software Design Studio,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs126/fa2020/,"Fundamental principles and techniques of software development. Design, documentation, testing, and debugging software, with a significant emphasis on code review.",['CS126'],"{'videos': False, 'written': False, 'assignments': True}"
169,uiuc-Fall-CS173:,CS173: Discrete Structures,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs173/fa2020/,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs.",['CS173'],"{'videos': False, 'written': True, 'assignments': True}"
170,uiuc-Fall-CS225:,CS225: Data Structures,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs225/fa2020/,"Data abstractions: elementary data structures (lists, stacks, queues, and trees) and their implementation using an object-oriented programming language. Solutions to a variety of computational problems such as search on graphs and trees. Elementary analysis of algorithms.",['CS225'],"{'videos': True, 'written': True, 'assignments': True}"
171,uiuc-Fall-CS240:,CS240: Introduction to Computer Systems,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs240/fa2020/,"Basics of computer systems. Number representations, assembly/machine language, abstract models of processors (fetch/execute, memory hierarchy), processes/process control, simple memory management, file I/O and directories, network programming, usage of cloud services.",['CS240'],"{'videos': True, 'written': True, 'assignments': True}"
172,uiuc-Fall-CS241:,CS241: Systems Programming,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs241/fa2020/,"Basics of system programming, including POSIX processes, process control, inter-process communication, synchronization, signals, simple memory management, file I/O and directories, shell programming, socket network programming, RPC programming in distributed systems, basic security mechanisms, and standard tools for systems programming such as debugging tools.",['CS241'],"{'videos': False, 'written': True, 'assignments': True}"
173,uiuc-Fall-CS265:,CS265: Innovation Illinois - From Accessible Design to Supercomputing Cultures,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs265/fa2020/,"For the duration of the course, we’ll work with various perspectives from different parts of our campus to imagine, research, and develop—via paper, multimedia, and code-based prototypes–future innovation ideas. We’ll be introduced to and get to experiment with mixed media resources and prototyping methods, spanning on- and off-line archives, digital editing, low and high-fidelity prototyping, and online data collection. We’ll also “visit” campus sites and speak to key figures related to Illinois’ world-changing interdisciplinary innovation histories and collaborations. Our work will culminate in a research project that surveys interdisciplinary practice on our campus, and explores innovation as a phenomenon that necessarily emerges from creative innovation cultures that cross the arts, humanities, social sciences, and computer science.",['CS265'],"{'videos': False, 'written': True, 'assignments': True}"
174,uiuc-Fall-CS357:,CS357: Numerical Methods I,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs357/fa2020/,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines",['CS357'],"{'videos': False, 'written': True, 'assignments': True}"
175,uiuc-Fall-CS361:,CS361: Probability & Statistics for Computer Science,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs361/fa2020/,"Introduction to probability theory and statistics with applications to computer science. Topics include: visualizing datasets, summarizing data, basic descriptive statistics, conditional probability, independence, Bayes theorem, random variables, joint and conditional distributions, expectation, variance and covariance, central limit theorem. Markov inequality, Chebyshev inequality, law of large numbers, Markov chains, simulation, the PageRank algorithm, populations and sampling, sample mean, standard error, maximum likelihood estimation, Bayes estimation, hypothesis testing, confidence intervals, linear regression, principal component analysis, classification, and decision trees.",['CS361'],"{'videos': False, 'written': True, 'assignments': True}"
176,uiuc-Fall-CS374:,CS374: Introduction to Algorithms & Models of Computation,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs374/fa2020/,"Analysis of algorithms, major paradigms of algorithm design including recursive algorithms, divide-and-conquer algorithms, dynamic programming, greedy algorithms, and graph algorithms. Formal models of computation including finite automata and Turing machines. Limitations of computation arising from fundamental notions of algorithm and from complexity-theoretic constraints. Reductions, undecidability and NP-completeness.",['CS374'],"{'videos': False, 'written': True, 'assignments': True}"
177,uiuc-Fall-CS410:,CS410: Text Information Systems,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs410/fa2020/,"Theory, design, and implementation of text-based information systems. Text analysis, retrieval models (e.g., Boolean, vector space, probabilistic), text categorization, text filtering, clustering, retrieval system design and implementation, and applications to web information management",['CS410'],"{'videos': False, 'written': True, 'assignments': False}"
178,uiuc-Fall-CS418:,CS418: Interactive Computer Graphics,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs418/fa2020/,"Basic mathematical tools and computational techniques for modeling, rendering, and animating 3-D scenes.",['CS418'],"{'videos': False, 'written': True, 'assignments': True}"
179,uiuc-Fall-CS412:,CS412: Programming Languages & Compilers,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs421/fa2020/,"Structure of programming languages and their implementation. Basic language design principles; abstract data types; functional languages; type systems; object-oriented languages. Basics of lexing, parsing, syntax-directed translation, semantic analysis, and code generation.",['CS412'],"{'videos': True, 'written': True, 'assignments': False}"
180,uiuc-Fall-CS424:,CS424: Real-Time Systems,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs424/fa2020/,"Supervisory control aspects of Cyber Physical Systems (CPS): fundamentals of reliability analysis, real-time scheduling, simple feedback control, software fault tolerance architecture, wireless networking and energy saving, principles of safety critical system engineering. Student groups design and demonstrate supervisory control architecture for a robot.",['CS424'],"{'videos': False, 'written': True, 'assignments': False}"
181,uiuc-Fall-CS425:,CS425: Distributed Systems,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs425/fa2020/,"Protocols, specification techniques, global states and their determination, reliable broadcast, transactions and commitment, security, and real-time systems.",['CS425'],"{'videos': False, 'written': True, 'assignments': True}"
182,uiuc-Fall-CS426:,CS426: Compiler Construction,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs426/fa2020/,"Compiler structure, syntax analysis, syntax-directed translation, automatically constructed recognizers, semantic analysis, code generation, intermediate language, optimization techniques",['CS426'],"{'videos': False, 'written': True, 'assignments': False}"
183,uiuc-Fall-CS433:,CS433: Computer System Organization,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs433/fa2020/,"Computer hardware design and analysis and interface with software. Advanced processor design, including superscalar, out-of-order issue, branch prediction, and speculation. Memory hierarchy design, including advanced cache optimizations, main memory, and virtual memory. Principles of multiprocessor design, including shared-memory, cache coherence, synchronization, and consistency. Other advanced topics depending on time; e.g., GPUs and accelerators, warehouse computers and data centers, security.",['CS433'],"{'videos': False, 'written': True, 'assignments': True}"
184,uiuc-Fall-CS438:,CS438: Communication Networks,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs438/fa2020/,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software.",['CS438'],"{'videos': True, 'written': True, 'assignments': False}"
185,uiuc-Fall-CS439:,CS439: Wireless Networks,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs439/fa2020/,"Overview of wireless network architectures including cellular networks, local area networks, multi-hop wireless networks such as ad hoc networks, mesh networks, and sensor networks; capacity of wireless networks; medium access control, routing protocols, and transport protocols for wireless networks; mechanisms to improve performance and security in wireless networks; energy-efficient protocols for sensor networks.",['CS439'],"{'videos': False, 'written': True, 'assignments': False}"
186,uiuc-Fall-CS440:,CS440: Artificial Intelligence,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs440/fa2020/,"Major topics in and directions of research in artificial intelligence: basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts.",['CS440'],"{'videos': True, 'written': True, 'assignments': True}"
187,uiuc-Fall-CSS445:,CSS445: Computational Photography,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs445/fa2020/,"Computer vision techniques to enhance, manipulate, and create media from photo collections, such as panoramic stitching, face morphing, texture synthesis, blending, and 3D reconstruction.",['CSS445'],"{'videos': False, 'written': True, 'assignments': False}"
188,uiuc-Fall-CS446:,CS446: Machine Learning,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs446/fa2020/,"Principles and applications of machine learning. Main paradigms and techniques, including discriminative and generative methods, reinforcement learning: linear regression, logistic regression, support vector machines, deep nets, structured methods, dimensionality reduction, k-means, Gaussian mixtures, expectation maximization, Markov decision processes, and Q-learning. Application areas such as natural language and text understanding, speech recognition, computer vision, data mining, and adaptive computer systems, among others.",['CS446'],"{'videos': False, 'written': True, 'assignments': True}"
189,uiuc-Fall-CS447:,CS447: Natural Language Processing,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs447/fa2020/,"Part-of-speech tagging, parsing, semantic analysis and machine translation. Relevant linguistics concepts from morphology (word formation) and lexical semantics (the meaning of words) to syntax (sentence structure) and compositional semantics (the meaning of sentences).",['CS447'],"{'videos': False, 'written': True, 'assignments': False}"
190,uiuc-Fall-CS450:,CS450: Numerical Analysis,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs450/fa2020/,"Linear system solvers, optimization techniques, interpolation and approximation of functions, solving systems of nonlinear equations, eigenvalue problems, least squares, and quadrature; numerical handling of ordinary and partial differential equations.",['CS450'],"{'videos': False, 'written': True, 'assignments': False}"
191,uiuc-Fall-CS461:,CS461: Computer Security I,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs461/fa2020/,"Fundamental principles of computer and communications security and information assurance: ethics, privacy, notions of threat, vulnerabilities, and risk in systems, information warfare, malicious software, data secrecy and integrity issues, network security, trusted computing, mandatory and discretionary access controls, certification and accreditation of systems against security standards. Security mechanisms: authentication, auditing, intrusion detection, access control, cryptography, security protocols, key distribution.",['CS461'],"{'videos': False, 'written': True, 'assignments': False}"
192,uiuc-Fall-CS466:,CS466: Introduction to Bioinformatics,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs466/fa2020/,"Algorithmic approaches in bioinformatics: (i) biological problems that can be solved computationally (e.g., discovering genes, and interactions among different genes and proteins); (ii) algorithmic techniques with wide applicability in solving these problems (e.g., dynamic programming and probabilistic methods); (iii) practical issues in translating the basic algorithmic ideas into accurate and efficient tools that biologists may use.",['CS466'],"{'videos': False, 'written': True, 'assignments': False}"
193,uiuc-Fall-CS473:,CS473: Algorithms,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs473/fa2020/,"Design and analysis techniques, approximation algorithms, randomized algorithms and amortized analysis, and advanced topics such as network flow, linear programming, and dynamic data structures, among others.",['CS473'],"{'videos': False, 'written': True, 'assignments': True}"
194,uiuc-Fall-CS483:,CS483: Applied Parallel Programming,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs483/fa2020/,"The aim of this course is to provide knowledge and hands-on experience in developing software for processors with massively parallel computing resources. In general, we refer to a processor as massively parallel if it has the hardware ability to allow more than 64 threads to make simultaneous progress.",['CS483'],"{'videos': False, 'written': True, 'assignments': True}"
195,uiuc-Fall-CS419:,CS419: Scientific Visualization,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs519/fa2020/,"Visualization techniques useful in analysis of engineering and scientific data. Physical models; methods of computational science; two- and three-dimensional data types; visual representation schemes for scalar, vector, and tensor data; isosurface and volume visualization methods; visual monitoring; interactive steering",['CS419'],"{'videos': True, 'written': True, 'assignments': True}"
196,uiuc-Fall-CS523:,CS523: Advanced Operating Systems,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs523/fa2020/,"Advanced concepts in operating system design and coverage of recent research directions. Resource management for parallel and distributed systems. Interaction between operating system design and computer architectures. Process management, virtual memory, interprocess communication, context switching, parallel and distributed file system designs, persistent objects, process and data migration, load balancing, security, protection.",['CS523'],"{'videos': False, 'written': True, 'assignments': True}"
197,uiuc-Fall-CS524:,CS524: Concurrent Programming Languages,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs524/fa2020/,"Theory of concurrency and concurrent programming languages. Formal models of concurrent computation such as process algebras, nets, and actors; high level concurrent programming languages and their operational semantics; methods for reasoning about correctness and complexity of concurrent programs.",['CS524'],"{'videos': False, 'written': True, 'assignments': False}"
198,uiuc-Fall-CS527:,CS527: Advanced Compiler Construction,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs527/fa2020/,"Incremental and interactive compiling, error correction, code optimization, models of code generators.",['CS527'],"{'videos': False, 'written': True, 'assignments': True}"
199,uiuc-Fall-CS556:,CS556: Iterative & Multigrid Methods,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs556/fa2020/,"Comprehensive treatment of algebraic and multigrid iterative methods to solve systems of equations, primarily linear equations arising from discretization of partial differential equations.",['CS556'],"{'videos': False, 'written': True, 'assignments': False}"
200,uiuc-Fall-CS563:,CS563: Advanced Computer Security,UIUC,Fall 2020,https://courses.physics.illinois.edu/cs563/fa2020/,"Current research trends in computer and network security. Privacy, tamper-resistance, unwanted traffic, monitoring and surveillance, and critical infrastructure protection. Subtopics will vary depending upon current research trends. Students work in teams in close coordination with the course instructor to develop one of the topics in depth by carrying out background research and an exploratory project.",['CS563'],"{'videos': False, 'written': True, 'assignments': False}"
201,penn-Spring-CIS106,CIS106: Visualizing the Past,Penn,Spring 2021,https://www.seas.upenn.edu/~cis106,"Most people's information about the Past is drawn from coffee table picture books, popular movies, video games, documentaries about discoveries of ""ancient, mysterious, and lost"" civilizations, and tours often lead by guides of limited or even dubious credentials. How are these ideas presented, formed, and circulated? Who creates and selects the information presented in this diverse media? Are these presentations accurate? Do they promote or hurt scientific explanations? Can the artistic, aesthetic, and scientific realms be bridged to effectively promote and interpret the past? How can modern technologies be applied to do a better job at presenting what is difficult to experience firsthand? This class will focus on case studies, c and methods of how archaeology and the past are created, presented and used in movies, museums, games, the internet, and art.",['CIS106'],"{'videos': False, 'written': False, 'assignments': True}"
202,penn-Spring-CIS110,CIS110: Introduction to Computer Programming,Penn,Spring 2021,https://www.seas.upenn.edu/~cis110,"Introduction to Computer Programming is the first course in our series introducing students to computer science. In this class you will learn the fundamentals of computer programming in Java, with emphasis on applications in science and engineering. You will also learn about the broader field of computer science and algorithmic thinking, the fundamental approach that computer scientists take to solving problems.",['CIS110'],"{'videos': False, 'written': True, 'assignments': True}"
203,penn-Spring-CIS120,CIS120: Programming Languages and Techniques I,Penn,Spring 2021,https://www.seas.upenn.edu/~cis120,"A fast-paced introduction to the fundamental concepts of programming and software design. This course assumes some previous programming experience, at the level of a high school computer science class or CIS110.",['CIS120'],"{'videos': False, 'written': True, 'assignments': True}"
204,penn-Spring-CIS189,CIS189: Solving Hard Problems in Practice,Penn,Spring 2021,https://www.seas.upenn.edu/~cis189,"What does Sudoku have in common with debugging, scheduling exams, and routing shipments? All of these problems are provably hard -- no one has a fast algorithm to solve them. But in reality, people are quickly solving these problems on a huge scale with clever systems and heuristics! In this course, we'll explore how researchers and organizations like Microsoft, Google, and NASA are solving these hard problems, and we'll get to use some of the tools they've built!",['CIS189'],"{'videos': False, 'written': True, 'assignments': True}"
205,penn-Spring-CIS190,CIS190: C++ Programming,Penn,Spring 2021,https://www.seas.upenn.edu/~cis190,"This course will provide an introduction to programming in C++ and is intended for students who already have some exposure to programming in another language such as Java, C++ provides the programmer with a greater level of control over machine resources and are commonly used in situations where low level access or performance are important. This course will illuminate the issues associated with programming at this level and will cover issues such as explicit memory management, pointers, the compilation process and debugging.",['CIS190'],"{'videos': False, 'written': True, 'assignments': False}"
206,penn-Spring-CIS192,CIS192: Python Programming,Penn,Spring 2021,https://cis192.github.io/,"Python is an elegant, concise, and powerful language that is useful for tasks large and small. Python has quickly become a popular language for getting things done efficiently in many in all domains: scripting, systems programming, research tools, and web development. This course will provide an introduction to this modern high-level language using hands-on experience through programming assignments and a collaborative final application development project.",['CIS192'],"{'videos': False, 'written': True, 'assignments': True}"
207,penn-Spring-CIS193,CIS193: C# Programming,Penn,Spring 2021,https://www.seas.upenn.edu/~cis193,"C# is the premier programming language for the .NET framework. Over the last decade, the language has evolved to meet the needs of a variety of programming styles while supporting the ever-growing capabilities of the the .NET runtime and libraries. This course provides a thorough introduction to the C# language and the .NET framework, building on the skills gained in the introductory programming courses",['CIS193'],"{'videos': False, 'written': True, 'assignments': True}"
208,penn-Spring-CIS194,CIS194: Haskell,Penn,Spring 2021,https://www.seas.upenn.edu/~cis194,"Haskell is a high-level, purely functional programming language with a strong static type system and elegant mathematical underpinnings. It is being increasingly used in industry by organizations such as Facebook, AT&T, and NASA, along with several financial firms. We will explore the joys of function programming, using Haskell as a vehicle. The aim of the course will be to allo you to use Haskell to easily and conveniently write practical programs.",['CIS194'],"{'videos': False, 'written': True, 'assignments': True}"
209,penn-Spring-CIS195,CIS195: Mobile App Development,Penn,Spring 2021,https://www.seas.upenn.edu/~cis195/201617_tutorials.html,"This project-oriented course is centered around application development on current mobile platforms like iOS and Android. The first half of the course will involve fundamentals of mobile app development, where students learn about mobile app lifecycles, event-based programming, efficient resource management, and how to interact with the range of sensors available on modern mobile devices. In the second half of the course, students work in teams to conceptualize and develop a significant mobile application",['CIS195'],"{'videos': False, 'written': True, 'assignments': True}"
210,penn-Spring-CIS196,CIS196: Ruby on Rails Web Development,Penn,Spring 2021,https://www.seas.upenn.edu/~cis196,"This course will teach the fundamentals of developing web applications using Ruby on Rails, a rapid-development web framework developed by Basecamp, and adopted by companies like Airbnb, GitHub, Bloomberg, CrunchBase, and Shopify. The first part of the course will focus on Ruby, the language that powers Rails. Along the way, students will also pick up essential skills such as git, bash, HTML and CSS. The second part will focus on Rails, the web framework and will include all topics required to develop and deploy production-ready modern web applications with Rails.",['CIS196'],"{'videos': False, 'written': True, 'assignments': False}"
211,penn-Spring-CIS197,CIS197: JavaScript,Penn,Spring 2021,https://www.seas.upenn.edu/~cis197,"This course provides an introduction to modern web development frameworks, techniques, and practices used to deliver robust client side applications on the web. The emphasis will be on developing JavaScript programs that run in the browser. Topics covered include the JavaScript language, web browser internals, the Document Object Model (DOM), HTML5, client-side app architecture and compile-to-JS languages like (Coffeescript, TypeScript, etc.). This course is most useful for students who have some programming and web development experience and want to develop moderate JavaScript skills to be able to build complex, interactive applications in the browser.",['CIS197'],"{'videos': False, 'written': True, 'assignments': True}"
212,penn-Spring-CIS262,"CIS262: Automata, Computability, and Complexity",Penn,Spring 2021,https://www.seas.upenn.edu/~cis262,"This course explores questions fundamental to computer science such as which problems cannot be solved by computers, can we formalize computing as a mathematical concept without relying upon the specifics of programming languages and computing platforms, and which problems can be solved efficiently. The topics include finite automata and regular languages, context-free grammars and pushdown automata, Turing machines and undecidability, tractability and NP-completeness.",['CIS262'],"{'videos': False, 'written': True, 'assignments': True}"
213,penn-Spring-CIS277,CIS277: Introduction to Computer Graphics,Penn,Spring 2016,https://www.seas.upenn.edu/~cis277/current/,"This course covers the technical aspects of 3D Modeling including viewing transformations, polygon and mesh data structures, keyframe animation, and interactive manipulation. You will write a series program assignments in C++ that build up to a 3D game final project.",['CIS277'],"{'videos': False, 'written': True, 'assignments': False}"
214,penn-Spring-CIS331,CIS331: Introduction to Networks and Security,Penn,Spring 2021,https://www.seas.upenn.edu/~cis331,"This course introduces principles and practices of computer and network security. We will cover basic concepts, threat models, and the security mindset; an introduction to cryptography and cryptographic protocols including encryption, authentication, message authentication codes, hash functions, public-key cryptography, and secure channels; an introduction to networks and network security including IP, TCP, routing, network protcols, web architecture, attacks, firewalls, and intrusion detection systems; an introduction to software security including defensive programming, memory protection, buffer overflows, and malware; and discuss broader issues and case studies such as privacy, security and the law, digital rights management, denial of service, and ethics.",['CIS331'],"{'videos': False, 'written': True, 'assignments': True}"
215,penn-Spring-CIS341,CIS341: Compilers and Interpreters,Penn,Spring 2021,https://www.seas.upenn.edu/~cis341,"You know how to program, but do you know how to implement a programming language? In CIS341 you'll learn how to build a compiler. Topics covered include: lexical analysis, grammars and parsing, intermediate representations, syntax-directed translation, code generation, type checking, simple dataflow and control-flow analyses, and optimizations. Along the way, we study objects and inheritance, first-class functions (closures), data representation and runtime-support issues such as garbage collection.",['CIS341'],"{'videos': False, 'written': True, 'assignments': True}"
216,penn-Spring-CIS371,CIS371: Computer Organization and Design,Penn,Spring 2021,https://www.seas.upenn.edu/~cis371,"This is the second computer organization course and focuses on computer hardware design. Topics covered are: (1) basic digital system design including finite state machines, (2) instruction set design and simple RISC assembly programming, (3) quantitative evaluation of computer performance, (4) circuits for integer and floating-point arithmatic, (5) datapath and control, (6) micro-programming, (7) pipeling, (8) storage hierarchy and virtual memory, (9) input/output, (10) different forms of parallelism including instruction level parallelism, data-level parallelism using both vectors and message-passing multi-processors, and thread-level parallelism using shared memory multiprocessors. Basic cache coherence and synchronization.",['CIS371'],"{'videos': False, 'written': True, 'assignments': False}"
217,penn-Spring-CIS391,CIS391: Artificial Intelligence,Penn,Fall 2015,https://www.seas.upenn.edu/~cis391/,"Artificial Intelligence is considered from the point of view of a resource-limited knowledge-based agent who must reason and act in the world. Topics include search, knowledge representation and reasoning, probabilistic reasoning, machine learning, logic, automatic theorem proving, and natural language processing. Programming assignments in Python.",['CIS391'],"{'videos': False, 'written': True, 'assignments': True}"
218,penn-Spring-CIS399,CIS399: The Science of Data Ethics,Penn,Spring 2021,https://www.seas.upenn.edu/~cis399,"This course is about the social and human problems that can arise from algorithms, AI and machine learning, and how we might design these technologies to be ""better behaved"" in the first place. It is first and foremost a science or engineering course, since we will be developing algorithm design principles. You can get a broad sense of course themes and topics by visiting the websites for the 2020 and 2019 offerings.",['CIS399'],"{'videos': False, 'written': True, 'assignments': True}"
219,penn-Spring-CIS455,CIS455: Internet and Web Systems,Penn,Spring 2021,https://www.seas.upenn.edu/~cis455,"This course focuses on the challenges encountered in building Internet and web systems: scalability, interoperability (of data and code), security and fault tolerance, consistency models, and location of resources, services, and data.",['CIS455'],"{'videos': False, 'written': True, 'assignments': True}"
220,penn-Spring-CIS460,CIS460: Interactive Computer Graphics,Penn,Spring 2021,https://www.seas.upenn.edu/~cis460,"This course focuses on programming the essential mathematical and geometric concepts underlying modern computer graphics. Using 3D interactive implementations, it covers fundamental topics such as mesh data structures, transformation sequences, rendering algorithms, and curve interpolation for animation.",['CIS460'],"{'videos': False, 'written': True, 'assignments': False}"
221,penn-Spring-CIS471,CIS471: Computer Organization and Design,Penn,Spring 2021,https://www.seas.upenn.edu/~cis471,"This is the second computer organization course and focuses on computer hardware design. Topics covered are: (1) basic digital system design including finite state machines, (2) instruction set design and simple RISC assembly programming, (3) quantitative evaluation of computer performance, (4) circuits for integer and floating-point arithmatic, (5) datapath and control, (6) micro-programming, (7) pipeling, (8) storage hierarchy and virtual memory, (9) input/output, (10) different forms of parallelism including instruction level parallelism, data-level parallelism using both vectors and message-passing multi-processors, and thread-level parallelism using shared memory multiprocessors. Basic cache coherence and synchronization.",['CIS471'],"{'videos': False, 'written': True, 'assignments': False}"
222,penn-Spring-CIS497,CIS497: Senior Capstone Project,Penn,Spring 2021,https://www.seas.upenn.edu/~cis497,"The goal of this course is to provide an opportunity to define, design, and execute a project of your own choosing. Evaluation is based on your ability to select an interesting topic, communicate your objectives in writing and presentations, to accurately gauge what resources are required to complete your chosen task, and your ability to execute your plan.",['CIS497'],"{'videos': False, 'written': True, 'assignments': False}"
223,penn-Spring-CIS500,CIS500: Software Foundations,Penn,Spring 2021,https://www.seas.upenn.edu/~cis500,"This course introduces basic concepts and techniques in the foundational study of programming languages. The central theme is the view of programs and programming languages as mathematical objects for which precise claims may be made and proved. Particular topics include operational techniques for formal definition of language features, type systems and type safety properties, polymorphism, constructive logic, and the Coq proof assistant.",['CIS500'],"{'videos': False, 'written': True, 'assignments': True}"
224,penn-Spring-CIS501,CIS501: Computer Architecture,Penn,Spring 2021,https://www.seas.upenn.edu/~cis501,"This course is an introductory graduate course on computer architecture with an emphasis on a quantitative approach to cost/performance design tradeoffs. The course covers the fundamentals of classical and modern uniprocessor design: performance and cost issues, instruction sets, pipelining, superscalar, out-of-order, and speculative execution mechanisms, caches, physical memory, virtual memory, and I/O. Other topics include: static scheduling, VLIW and EPIC, software speculation, long (SIMD) and short (multimedia) vector execution, multithreading, and an introduction to shared memory multiprocessors.",['CIS501'],"{'videos': False, 'written': True, 'assignments': False}"
225,penn-Spring-CIS505,CIS505: Software Systems,Penn,Spring 2021,https://www.seas.upenn.edu/~cis505,"This course provides an introduction to fundamental concepts of distributed systems, and the design principles for building large scale computational systems. Topics covered include communication, concurrency, programming paradigms, naming, managing shared state, caching, synchronization, reaching agreement, fault tolerance, security, middleware, and distributed applications.",['CIS505'],"{'videos': False, 'written': True, 'assignments': False}"
226,penn-Spring-CIS511,CIS511: Theory of Computation,Penn,Spring 2021,https://www.seas.upenn.edu/~cis511,"Review of regular and context-free languages and machine models. Turing machines and RAM models, Decidability, Halting problem, Reductions, Recursively enumerable sets, Universal TMs, Church/Turing thesis. Time and space complexity, hierarchy theorems, the complexity classes P, NP, PSPACE, L, NL, and co-NL",['CIS511'],"{'videos': False, 'written': True, 'assignments': True}"
227,penn-Spring-CIS515,CIS515: Fundamentals of Linear Algebra & Computation,Penn,Spring 2021,https://www.seas.upenn.edu/~cis515,This course provides firm foundations in linear algebra and basic optimization techniques. Emphasis is placed on teaching methods and tools that are widely used in various areas of computer science. Both theoretical and algorithmic aspects will be discussed.,['CIS515'],"{'videos': False, 'written': True, 'assignments': True}"
228,penn-Spring-CIS519,CIS519: Applied Machine Learning,Penn,Spring 2021,https://www.seas.upenn.edu/~cis519,"Machine learning has been essential to the success of many recent technologies, including autonomous vehicles, search engines, genomics, automated medical diagnosis, image recognition, and social network analysis, among many others. This course will introduce the fundamental concepts and algorithms that enable computers to learn from experience, with an emphasis on their practical application to real problems. This course will introduce supervised learning (decision trees, logistic regression, support vector machines, Bayesian methods, neural networks and deep learning), unsupervised learning (clustering, dimensionality reduction), and reinforcement learning. Additionally, the course will discuss evaluation methodology and recent applications of machine learning, including large scale learning for big data and network analysis.",['CIS519'],"{'videos': False, 'written': True, 'assignments': True}"
